n_events,median_rate,iqr_low,iqr_high,pct_halo (rate<0),pct_partial_cannibalization (0<=rate<1),pct_full_or_over_cannibalization (rate>=1),pct_events_with_stockout_risk_peer,total_own_lift,total_peer_net_change,aggregate_cannibalization_rate,net_group_lift
5342,-0.10204194930708041,-2.6246565483617186,0.06694211051919721,0.60819917633845,0.23549232497192063,0.15630849868962934,0.3275926619243729,2245138.284344215,7269758.142216999,-3.238000168145737,9514896.426561214
