upc,item,brand,segment,week_ending,sub_group,own_lift,peer_net_change,cannibalization_rate,peer_stockout_share
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-09-06,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,172.01115837515658,1621.8110238947143,-9.428522191319368,0.06666666666666667
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-09-13,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,198.9422098610405,-528.5825919121353,2.656965519189446,0.15789473684210525
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-09-20,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,454.2931729959364,-488.43365156460015,1.0751507629831125,0.14285714285714285
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-09-27,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,269.5452943252368,-707.2618564196686,2.623907266458443,0.0
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-10-11,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,229.40017656848477,-425.05512498106225,1.8528979852557654,0.2727272727272727
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-11-29,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,97.11224076497342,195.7078091134535,-2.015274362653175,0.07692307692307693
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-12-13,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,116.08102257531868,-78.0112653438285,0.6720415069845824,0.0
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-12-27,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,285.4465831853999,-91.92067030525885,0.32202406937047,0.2857142857142857
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2026-01-03,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,113.68503617793817,-78.38743769176423,0.6895141201263582,0.0
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2026-02-07,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,270.9926877666844,-17.204217495087807,0.06348591040175984,0.0
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2026-02-14,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,250.83905826940816,-75.86473547441577,0.30244386977778764,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-03-15,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,312.05388556595506,7.738687456056805,-0.02479920236218681,0.2857142857142857
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-03-22,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,459.6330301283544,21.406902748403066,-0.04657389992713339,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-03-29,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,408.83126556627894,25.73691726183973,-0.06295241932192025,0.16666666666666666
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-04-05,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,71.46356525392434,21.900960396728546,-0.306463305026975,0.5555555555555556
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-05-10,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,167.99799981518072,-55.696247269679816,0.33152922850839184,0.3
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-05-17,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,98.14627826361414,889.569530971369,-9.063711296133375,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-05-24,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,306.47242180935126,1907.9728168019665,-6.225593825172524,0.06666666666666667
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-05-31,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,439.6597043985995,767.408506661362,-1.7454601797339664,0.1111111111111111
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-07-05,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,107.47906402496926,345.4785162289731,-3.2143796502425106,0.21428571428571427
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-07-26,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,235.24722861069347,39.157482454888054,-0.16645247081609232,0.125
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-08-02,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,98.72203086044306,178.9936119321236,-1.8131070681189214,0.0
